id,intention_prob,cross_frame,wait_time,group_number,perc_road,back,ped_spd,accele,vehicle,real_dist,revise_dist,agg_index,sig_agg_index,normal_agg,normal_sig_agg
3_10_684,0.966666667,12440,11.2,10,0,1,1.78913967,0,0,8.102943172,8.102943172,0.339590355,0.192747876,-0.090409645,0.41056297
3_10_685,0.966666667,12445,12.76666667,10,0,1,1.589995857,0,0,7.779192935,7.779192935,0.346584768,0.198804385,-0.083415232,0.41735013
3_10_683,0.983333333,12448,12.83333333,10,0,1,1.801799404,0,0,7.452526563,7.452526563,0.360204385,0.211005378,-0.069795615,0.430654218
3_10_686,0.95,12452,9.2,10,0,1,1.667033773,0,0,8.181186652,8.181186652,0.33213562,0.186448512,-0.09786438,0.403366482
3_10_688,0.9,12465,13.46666667,10,0,1,1.634876979,0,0,6.383441221,6.383441221,0.356217357,0.207377784,-0.073782643,0.426748285
3_10_692,0.866666667,12466,13.43333333,10,1,1,1.500943069,0,0,8.96107898,8.96107898,0.289515581,0.153466911,-0.140484419,0.363099237
3_10_690,0.916666667,12481,14.03333333,10,1,0,1.552833047,0,0,7.849192621,7.849192621,0.327189189,0.182357007,-0.102810811,0.398614052
3_10_687,0.983333333,12486,14.26666667,10,1,0,1.719632321,0,0,5.442853114,5.442853114,0.421490174,0.272533968,-0.008509826,0.491490995
3_10_675,0.966666667,12500,14.43333333,10,0,1,1.436842357,0,0,6.944789476,6.944789476,0.366815096,0.217122084,-0.063184904,0.437149302
3_10_691,0.9,12500,15.16666667,10,0,1,1.692583603,0,0,6.10898032,6.10898032,0.364131413,0.214623612,-0.065868587,0.434509829
3_10_689,0.666666667,12552,16.5,10,0,1,1.824243023,1,0,3.755408861,3.755408861,0.344017177,0.19656462,-0.085982823,0.414854836
3_10_674,0.966666667,12561,16.46666667,10,0,1,1.600306393,0,0,4.09182,4.09182,0.47787959,0.338124735,0.04787959,0.547733776
3_10_678,0.866666667,13489,3.533333333,1,0,0,2.574994888,1,0,11.50421343,11.50421343,0.255519252,0.130715857,-0.174480748,0.332272888
3_10_677,0.9,13593,4.366666667,5,0,1,1.359873624,1,0,12.51885299,12.51885299,0.254366691,0.129997236,-0.175633309,0.331250816
3_10_672,0.866666667,13606,4.8,5,0,0,1.163931887,0,0,12.21351501,12.21351501,0.247988623,0.126081062,-0.182011377,0.325623774
3_10_671,0.85,13617,5.166666667,5,0,1,1.263458328,0,0,12.39999841,12.39999841,0.241383795,0.122132502,-0.188616205,0.319849218
3_10_679,0.85,13621,5.3,5,1,0,1.496326801,0,0,12.02812744,12.02812744,0.245086797,0.12433298,-0.184913203,0.323080068
3_10_676,0.916666667,13647,6.166666667,5,0,1,1.504210948,1,0,12.46959897,12.46959897,0.259588349,0.133279967,-0.170411651,0.335893897
3_10_681,0.833333333,13726,7.6,2,0,0,1.711096133,0,0.5543296,11.93091,11.90896134,0.241480358,0.122189456,-0.188519642,0.319933252
3_10_682,0.9,13739,8.033333333,2,1,0,1.791094817,1,0.5543296,12.12904618,12.10709752,0.25865596,0.132688695,-0.17134404,0.335062457
3_10_660,0.966666667,14573,3.066666667,1,0,1,1.610624569,1,0,8.680657815,8.680657815,0.328095614,0.183101513,-0.101904386,0.399483527
3_11_709,0.716666667,7923,3.166666667,2,1,1,1.450100137,1,3.3349184,6.934157884,6.139752117,0.289228967,0.153262229,-0.140771033,0.362834152
3_11_708,0.4,7933,4.1,2,1,1,1.511405363,1,3.3349184,7.243165894,6.448760127,0.157514986,0.080641141,-0.272485014,0.251629567
3_11_711,0.9,14506,3.4,5,0,0,1.416612721,0,0,11.46798864,11.46798864,0.265765671,0.137253798,-0.164234329,0.341427936
3_11_710,0.933333333,14528,4.133333333,5,1,1,1.385361524,1,0,11.85613532,11.85613532,0.271059856,0.140738373,-0.158940144,0.346205494
3_11_714,0.916666667,14534,3.6,5,0,0,1.598449495,0,0,11.20514149,11.20514149,0.273843708,0.142600176,-0.156156292,0.348730261
3_11_712,0.883333333,14542,4.6,5,0,0,1.434658524,0,0,11.71985643,11.71985643,0.258026002,0.132290469,-0.171973998,0.334501284
3_11_713,0.85,14579,5.6,5,0,0,1.923347944,1,0,11.15957965,11.15957965,0.254445637,0.130046351,-0.175554363,0.331320773
3_11_715,0.783333333,14985,19.13333333,1,1,0,1.748627279,1,0,11.20727313,11.20727313,0.23398964,0.117838825,-0.19601036,0.313449518
3_12_738,0.783333333,3922,0.633333333,1,0,0,1.688624987,1,5.0023776,6.54698823,4.759575255,0.359056265,0.209956018,-0.070943735,0.429528543
3_12_740,0.933333333,5416,2.3,1,1,1,1.582606701,0,3.889248,3.350946656,2.270500227,0.619406847,0.526659109,0.189406847,0.680838392
3_12_741,0.7,5766,4.033333333,1,0,1,2.239331769,0,0,1.38213007,1.38213007,0.595420225,0.493703142,0.165420225,0.659637878
3_12_742,0.733333333,5904,2.933333333,2,0,1,2.045927077,0,0,1.1372525,1.1372525,0.687658754,0.618249099,0.257658754,0.737038988
3_12_743,0.966666667,5916,2.2,2,0,0,1.753243711,0,0,2.108103161,2.108103161,0.665780105,0.589473814,0.235780105,0.719729537
3_12_744,0.966666667,6862,3.733333333,1,0,0,1.8373143,0,0,0.728174057,0.728174057,1.132815394,0.949332993,0.702815394,0.943281353
3_12_745,0.833333333,6949,2.966666667,1,0,0,2.130662033,0,0,0.864495933,0.864495933,0.896266732,0.836096614,0.466266732,0.865886448
3_12_746,0.933333333,7483,4.2,3,0,1,0.514039891,0,0,9.260463727,9.260463727,0.306704684,0.166155306,-0.123295316,0.37914443
3_12_747,0.883333333,7491,4.466666667,3,1,1,1.576754728,1,0,7.847135932,7.847135932,0.315332716,0.172834535,-0.114667284,0.387301589
3_12_750,0.983333333,7495,4.6,3,1,0,1.812142067,0,0,9.304238937,9.304238937,0.322374242,0.178441597,-0.107625758,0.394006218
3_12_749,0.9,7537,6,2,0,1,1.63277538,1,0.5543296,7.514829755,7.49288109,0.328789613,0.183673132,-0.101210387,0.400149664
3_12_748,1,7586,3.433333333,2,1,1,2.091459039,0,1.1131296,8.48069734,8.392193233,0.345193224,0.197588138,-0.084806776,0.415997235
3_13_813,0.866666667,18500,4.3,1,0,0,2.390393526,0,0,0.788837616,0.788837616,0.975794323,0.88764105,0.545794323,0.898728622
3_13_814,0.983333333,18602,2.566666667,1,0,0,1.99937224,0,0,1.430951748,1.430951748,0.822031134,0.7722696,0.392031134,0.827516082
3_14_826,0.233333333,13948,14.73333333,1,1,1,2.070985809,1,0.5543296,1.739886933,1.717938269,0.178021726,0.089408348,-0.251978274,0.26738846
3_15_831,0.933333333,3185,3.4,6,0,1,1.663009075,0,0,4.1341448,4.1341448,0.459033028,0.315329766,0.029033028,0.529000442
3_15_827,1,3203,4,6,0,0,1.992592557,0,0,5.131107586,5.131107586,0.441463131,0.294848132,0.011463131,0.511461124
3_15_829,0.866666667,3223,4.666666667,6,0,0,2.380802959,0,0,1.367772424,1.367772424,0.741046007,0.684764075,0.311046007,0.776291465
3_15_828,0.966666667,3231,4.933333333,6,0,1,1.849082967,0,0,3.437465874,3.437465874,0.521383815,0.393556001,0.091383815,0.590379701
3_15_830,0.983333333,3243,0.933333333,6,0,0,1.565880209,0,0,5.110603143,5.110603143,0.434975386,0.287483956,0.004975386,0.504975222
3_15_832,0.916666667,3259,4.7,6,0,1,1.828623061,0,0,4.17538875,4.17538875,0.448603834,0.303078926,0.018603834,0.518595253
3_15_834,0.866666667,3328,3.3,2,0,1,1.350832168,0,0,4.899094852,4.899094852,0.391556258,0.241139826,-0.038443742,0.461631835
3_15_833,0.983333333,3356,3.633333333,2,0,1,1.394738834,0,0,5.758740466,5.758740466,0.409767026,0.259939822,-0.020232974,0.479778063
3_15_835,0.933333333,3514,3.066666667,1,0,1,1.682889144,0,0,5.599199046,5.599199046,0.394433527,0.244047512,-0.035566473,0.464493394
3_15_838,0.9,3982,15.1,1,0,1,0.451250454,0,0,8.786577821,8.786577821,0.303621576,0.163819219,-0.126378424,0.376245807
3_15_840,0.983333333,3991,10.73333333,4,0,1,0.90349158,0,0,7.672285985,7.672285985,0.355008188,0.206286765,-0.074991812,0.42556549
3_15_836,1,4015,4.866666667,4,0,0,0.496163336,0,0,9.06081638,9.06081638,0.33221278,0.186512893,-0.09778722,0.403440762
3_15_837,0.9,4061,16.26666667,4,0,0,0.577623599,0,0,8.480506231,8.480506231,0.309052044,0.167951742,-0.120947956,0.381357142
3_15_839,0.9,4078,17.03333333,4,0,1,1.187339187,0,0,5.789204437,5.789204437,0.374052935,0.223964821,-0.055947065,0.444285262
3_15_842,0.983333333,4144,5.233333333,3,0,1,0.889624883,1,0,8.032040327,8.032040327,0.34696672,0.199139205,-0.08303328,0.417721693
3_15_843,0.966666667,4163,5.866666667,3,0,1,0.882762606,1,0,7.964193819,7.964193819,0.342535693,0.195280986,-0.087464307,0.413417044
3_15_841,0.783333333,4171,4.166666667,3,0,1,0.886157312,1,0,7.00870991,7.00870991,0.295888145,0.158075816,-0.134111855,0.369014389
3_15_858,0.683333333,5473,1.8,2,0,1,1.885385679,0,3.889248,4.403555661,3.323109232,0.374852402,0.22472998,-0.055147598,0.445074943
3_15_859,0.7,5510,2.966666667,2,0,1,1.620028815,1,1.1131296,4.23807226,4.149568152,0.343634365,0.196232323,-0.086365635,0.414483174
3_15_862,0.816666667,5580,5.333333333,2,0,1,1.551849445,1,0,7.081407752,7.081407752,0.306891619,0.166297802,-0.123108381,0.37932046
3_15_861,0.7,5596,5.766666667,2,0,1,2.358266709,1,0,2.410532245,2.410532245,0.450859855,0.305706181,0.020859855,0.520847761
3_15_890,0.883333333,7764,1.633333333,2,0,1,2.242268196,0,0,7.857901399,7.857901399,0.315116636,0.172664698,-0.114883364,0.387096507
3_15_891,0.933333333,7794,2.766666667,2,0,0,2.125602427,1,0,7.390206245,7.390206245,0.343327426,0.195966193,-0.086672574,0.414185245
3_15_892,0.966666667,7816,5.2,2,0,0,2.272534134,1,0,6.002077441,6.002077441,0.394571712,0.244187753,-0.035428288,0.464630884
3_16_902,0.683333333,2215,0.8,1,0,1,4.509297644,0,4.4435776,5.811762331,4.40137791,0.325715388,0.181151503,-0.104284612,0.397201697
3_16_918,0.983333333,2559,2.133333333,2,0,1,1.518726024,0,6.3904368,7.788375414,4.871398092,0.44552692,0.299516366,0.01552692,0.515521931
3_16_919,0.833333333,2567,3.066666667,2,0,1,1.622398158,0,6.1110368,4.119918522,1.452434896,0.691465341,0.623178027,0.261465341,0.739979376
3_16_928,0.933333333,2634,1.566666667,2,0,0,2.157960549,0,0.5543296,8.170599207,8.148650542,0.326959477,0.182168703,-0.103040523,0.398393805
3_16_920,0.916666667,2651,2.766666667,2,0,1,1.993672005,0,0,6.867618269,6.867618269,0.349790786,0.20162793,-0.080209214,0.420471813
3_16_921,1,2782,2.6,4,1,1,1.832105116,0,0,7.32208012,7.32208012,0.369558131,0.219697463,-0.060441869,0.43985083
3_16_929,0.983333333,2805,3.166666667,4,1,1,1.558359163,0,0,8.33270003,8.33270003,0.340649603,0.193655981,-0.089350397,0.411588714
3_16_922,1,2816,3.166666667,4,1,0,1.744027976,0,0,6.947250083,6.947250083,0.379396687,0.229114456,-0.050603313,0.449568755
3_16_930,0.9,2817,1.533333333,4,0,0,1.511962583,0,0,8.10106866,8.10106866,0.316206908,0.173522989,-0.113793092,0.388131695
3_16_931,0.9,2871,3.333333333,1,0,1,1.874209874,0,0,7.956559686,7.956559686,0.3190655,0.175789348,-0.1109345,0.39085064
3_16_933,0.983333333,3066,4.3,3,0,0,1.647316853,0,0,7.909334456,7.909334456,0.349647793,0.201501359,-0.080352207,0.420332444
3_16_934,0.983333333,3075,4.3,3,0,0,1.749674556,0,0,7.54094053,7.54094053,0.358086545,0.209072703,-0.071913455,0.428578348
3_16_932,0.966666667,3105,4.1,3,1,1,1.734735251,0,0,7.685936593,7.685936593,0.34868105,0.200647205,-0.08131895,0.419390535
3_16_935,1,3177,3.1,1,0,0,2.009258021,0,0,7.342252045,7.342252045,0.369050124,0.219218855,-0.060949876,0.439350236
3_16_923,0.966666667,3248,2.766666667,2,0,1,1.704968197,0,0,6.395247769,6.395247769,0.382250494,0.23189847,-0.047749506,0.452395126
3_16_936,1,3280,4.766666667,2,0,0,1.706533587,0,0,6.824414064,6.824414064,0.382795933,0.232433249,-0.047204067,0.452935677
3_16_937,0.95,3391,3.933333333,1,0,0,1.844410548,0,0,7.279458133,7.279458133,0.35210653,0.203685984,-0.07789347,0.422730619
3_16_938,0.966666667,3485,3.133333333,1,1,0,2.357343055,0,0,7.403011518,7.403011518,0.355281448,0.206532953,-0.074718552,0.425832716
3_16_939,0.983333333,3619,4.1,2,0,1,1.785773156,1,0,7.596523817,7.596523817,0.356774092,0.20788155,-0.073225908,0.427293159
3_16_940,0.983333333,3664,4.333333333,2,0,0,2.104718356,1,0,6.303389279,6.303389279,0.391664038,0.241248318,-0.038335962,0.461738982
3_16_941,0.933333333,3730,3.333333333,3,0,1,2.053662537,0,0,7.511967621,7.511967621,0.340533563,0.193556341,-0.089466437,0.411476307
3_16_924,0.983333333,3779,2.9,3,1,0,1.594326994,0,0,6.900345884,6.900345884,0.37433922,0.224238608,-0.05566078,0.444568011
3_16_925,1,3828,2.233333333,3,0,0,2.285475373,0,0,7.213180462,7.213180462,0.372337348,0.222329122,-0.057662652,0.442591632
3_16_943,0.983333333,4346,12.33333333,2,0,1,1.893839096,1,0,7.322014854,7.322014854,0.363400448,0.213946725,-0.066599552,0.433791543
3_16_942,1,4389,12,2,1,1,1.882419208,0,0,5.821964857,5.821964857,0.414443383,0.264918062,-0.015556617,0.484448401
3_16_903,0.983333333,5088,7.866666667,1,0,1,1.208893258,1,0.5543296,7.899914578,7.877965914,0.350343216,0.202117471,-0.079656784,0.421010362
3_16_906,0.716666667,9684,3.2,1,0,1,2.558849462,1,2.7805888,7.33777,6.785507566,0.275122453,0.143462244,-0.154877547,0.34989286
3_16_913,0.983333333,15313,8.9,3,0,1,1.939379771,0,0,3.242874743,3.242874743,0.546054102,0.426363797,0.116054102,0.614013948
3_16_914,0.983333333,15332,7.933333333,3,0,1,1.642385999,1,0,3.992126842,3.992126842,0.492151253,0.355908274,0.062151253,0.561833117
3_16_915,1,15338,3.266666667,3,1,1,1.783994519,0,0,6.70878373,6.70878373,0.386080711,0.235671985,-0.043919289,0.456193318
3_16_916,0.866666667,15557,3.066666667,1,0,1,2.253805532,0,0,5.953550658,5.953550658,0.355192729,0.206452999,-0.074807271,0.425745951
3_17_961,0.833333333,9603,3.566666667,1,1,1,1.672734477,0,0,9.042664214,9.042664214,0.277121711,0.144818736,-0.152878289,0.351714104
3_17_963,0.966666667,9697,3.366666667,1,0,0,4.907811206,0,0,6.416261935,6.416261935,0.381624019,0.231285298,-0.048375981,0.451774404
3_17_966,0.95,11075,3.133333333,1,0,1,1.782008903,1,5.5567072,5.943059542,3.737559906,0.491393632,0.354953635,0.061393632,0.561086943
3_18_969,0.9,9601,3.2,1,0,0,1.537451876,0,0,4.926709194,4.926709194,0.405474965,0.255424443,-0.024525035,0.475494615
3_18_970,0.583333333,9739,3.2,1,1,1,1.611090454,0,0,4.713876478,4.713876478,0.268675271,0.139159796,-0.161324729,0.344049696
3_19_995,0.916666667,7459,1.933333333,1,0,0,6.815598861,0,5.0023776,13.55218731,11.76477433,0.267251184,0.138224159,-0.162748816,0.342765292
3_19_996,0.733333333,7968,5.066666667,1,0,0,2.152898416,0,0,10.06636779,10.06636779,0.231134635,0.116216273,-0.198865365,0.310997193
4_1_1026,0.966666667,13492,3.233333333,1,0,1,1.757629486,0,0,8.575171391,8.575171391,0.33010746,0.184762394,-0.09989254,0.401415618
4_1_1027,1,13826,2.8,1,0,1,1.600716489,0,0,7.392332494,7.392332494,0.367797907,0.21804231,-0.062202093,0.438116821
4_1_1028,0.983333333,14060,1.266666667,1,1,1,2.283163673,0,0,6.48428363,6.48428363,0.3861622,0.235752727,-0.0438378,0.456274183
4_2_1059,0.783333333,2528,0.4,4,1,1,0.98293029,0,6.1110368,7.872525931,5.205042305,0.343347963,0.195983991,-0.086652037,0.414205178
4_2_1062,0.933333333,2567,0.566666667,4,1,1,1.422128675,0,5.5567072,6.486289424,4.280789788,0.451102076,0.305989016,0.021102076,0.521089556
4_2_1060,0.783333333,2626,1,4,1,1,2.099072496,1,3.3349184,6.453454667,5.6590489,0.329287227,0.184083847,-0.100712773,0.400627527
4_2_1061,0.75,2639,0.733333333,4,0,1,2.184469801,1,2.7805888,6.90967875,6.357416316,0.29745477,0.15922594,-0.13254523,0.370474692
4_2_1067,0.983333333,3527,2.433333333,1,0,1,1.435641468,1,1.6674592,5.014856157,4.816254716,0.448070176,0.302459323,0.018070176,0.518062313
4_2_1081,0.9,10788,5.633333333,2,0,1,1.724608674,0,0,3.134544133,3.134544133,0.508341206,0.376572153,0.078341206,0.577706363
4_2_1082,0.916666667,10790,5.566666667,2,0,0,1.867100683,0,0,4.655608872,4.655608872,0.424837843,0.276199602,-0.005162157,0.494838027
4_2_1083,0.966666667,11202,4.533333333,1,0,0,2.290602618,0,0,5.133530645,5.133530645,0.426646968,0.2781932,-0.003353032,0.496647018
4_2_1084,0.916666667,11715,1.233333333,1,1,0,2.022641906,0,0,4.332457941,4.332457941,0.440396908,0.293630353,0.010396908,0.51039541
4_2_1086,1,11821,1.366666667,1,0,1,1.690953615,0,0,4.23128,4.23128,0.48614309,0.348369723,0.05614309,0.55590832
4_2_1087,0.983333333,12102,3.533333333,1,0,0,2.939687472,0,0,4.641484094,4.641484094,0.456428052,0.312244746,0.026428052,0.526403468
4_2_1089,0.866666667,12366,10.46666667,2,0,1,3.192297438,1,0,4.2515775,4.2515775,0.420317085,0.271256681,-0.009682915,0.490318295
4_2_1088,0.866666667,12386,8.766666667,2,0,0,3.43024959,0,0,3.209212482,3.209212482,0.48378551,0.345431994,0.05378551,0.553579006
4_2_1092,0.816666667,12763,1.833333333,2,0,1,1.70675621,0,6.6698368,9.044792346,5.867169279,0.337155711,0.190672927,-0.092844289,0.408208294
4_2_1093,0.9,12799,2.866666667,3,0,1,2.215436818,1,5.0023776,5.948119653,4.160706678,0.441223829,0.294574559,0.011223829,0.511221944
4_2_1094,0.966666667,12825,3.6,3,0,1,2.791795847,1,2.7805888,5.275478723,4.723216289,0.44479288,0.298670018,0.01479288,0.514788565
4_2_1096,0.933333333,12849,3.633333333,3,0,0,3.301288822,1,1.1131296,5.690955266,5.602451159,0.39431903,0.243931352,-0.03568097,0.464379476
4_2_1097,0.983333333,13243,0.466666667,4,1,1,2.660674718,1,6.6698368,7.982388865,4.804765798,0.448605558,0.303080929,0.018605558,0.518596975
4_2_1098,0.95,13257,0.466666667,4,1,1,2.786536437,1,6.6698368,7.562108855,4.384485788,0.453695291,0.309026189,0.023695291,0.523677568
4_2_1099,0.9,13298,0.3,4,1,1,2.324074218,1,5.0023776,10.3358868,8.548473825,0.30782098,0.167007682,-0.12217902,0.380196073
4_2_1100,0.816666667,13329,0.766666667,4,0,1,2.518281201,1,3.889248,10.00270374,8.922257308,0.273405633,0.142305842,-0.156594367,0.348332389
4_2_1101,0.966666667,13408,1.233333333,1,1,1,2.605676973,1,3.889248,8.452318824,7.371872395,0.35603102,0.207209377,-0.07396898,0.426565957
4_2_1102,0.766666667,13524,0.8,2,1,1,2.788074847,1,5.5567072,9.794254012,7.588754375,0.278305208,0.145626745,-0.151694792,0.352794263
4_2_1103,0.866666667,13555,0.633333333,2,1,1,2.875629999,0,6.6698368,9.006565667,5.8289426,0.358969214,0.209876612,-0.071030786,0.429443223
4_2_1121,1,15376,1.966666667,2,0,1,2.425344735,1,1.1131296,5.099182813,5.010678705,0.446736793,0.300914341,0.016736793,0.516730545
4_2_1120,1,15387,3.5,2,0,0,2.606516145,1,1.1131296,4.203379379,4.114875272,0.49297133,0.356942902,0.06297133,0.562640488
4_3_1123,0.783333333,937,3.233333333,1,1,0,1.546351061,0,2.7805888,7.997264762,7.445002328,0.287087437,0.151739944,-0.142912563,0.360856125
4_3_1154,0.733333333,14122,2.533333333,1,1,1,1.562571585,0,1.6674592,5.706093,5.507491558,0.312481641,0.170604236,-0.117518359,0.384598862
4_4_1167,0.966666667,531,1.533333333,3,1,1,1.573608473,1,1.6674592,3.265055344,3.066453902,0.552024716,0.434414075,0.122024716,0.619658471
4_4_1168,1,535,1.5,3,1,1,1.391456616,0,1.6674592,3.879714593,3.681113151,0.521207212,0.393324201,0.091207212,0.590208857
4_4_1169,0.966666667,549,3.466666667,3,1,1,1.207239432,0,1.1131296,5.024971007,4.936466899,0.435079508,0.287601274,0.005079508,0.505079333
4_4_1180,0.933333333,3998,9.266666667,2,0,1,2.150197293,1,3.3349184,2.731805522,1.937399756,0.670543808,0.595798966,0.240543808,0.723557111
4_4_1179,1,3998,2.9,2,1,1,1.908526598,0,3.3349184,1.395867346,0.601461579,1.289424907,0.977943337,0.859424907,0.968862192
4_5_1213,0.933333333,11060,3.266666667,7,1,1,1.566806569,0,1.6674592,8.573177848,8.374576406,0.322519035,0.178558374,-0.107480965,0.394144513
4_5_1211,0.9,11065,5.666666667,7,0,1,1.605194753,0,1.6674592,7.471301143,7.272699701,0.333729565,0.187781949,-0.096270435,0.40490183
4_5_1214,0.966666667,11103,3.566666667,7,1,0,2.654499602,0,1.1131296,4.322175846,4.233671739,0.46980556,0.32825911,0.03980556,0.539721678
4_5_1218,0.933333333,11119,3.533333333,7,1,1,1.804518258,0,0.5543296,8.691226857,8.669278192,0.316989814,0.174141391,-0.113010186,0.38887567
4_5_1217,0.833333333,11121,3.6,7,0,1,1.82534739,0,0.5543296,8.412835113,8.390886449,0.287683419,0.152162341,-0.142316581,0.361406134
4_5_1215,1,11139,4.466666667,7,0,1,1.777070455,0,0,7.713937143,7.713937143,0.360049284,0.210863395,-0.069950716,0.430502108
4_5_1216,0.983333333,11158,3.433333333,7,0,1,1.384777708,0,0,8.58409493,8.58409493,0.335624384,0.18937661,-0.094375616,0.406729413
4_5_1219,0.983333333,11399,3,1,0,1,2.037838045,0,0,7.730739961,7.730739961,0.35366349,0.205078456,-0.07633651,0.424251123
4_5_1221,0.966666667,13535,3.833333333,2,0,0,2.448194003,0,0,5.456566474,5.456566474,0.41382528,0.264256572,-0.01617472,0.48383092
4_5_1222,0.816666667,13540,4.466666667,2,1,0,2.609750652,0,0,4.794932797,4.794932797,0.372952538,0.222914683,-0.057047462,0.443198797
4_5_1226,0.966666667,14965,3.1,3,1,1,1.315528652,0,3.889248,6.700443636,5.619997207,0.407763824,0.257825964,-0.022236176,0.477778472
4_5_1228,0.933333333,14981,1.833333333,3,0,1,1.954663934,1,3.889248,8.273382013,7.192935584,0.348003564,0.200050238,-0.081996436,0.418730803
4_5_1225,0.983333333,15024,4.566666667,3,0,1,1.508361446,1,1.6674592,3.931060881,3.732459439,0.508982925,0.377401107,0.078982925,0.578332457
4_6_1232,0.533333333,3038,19.1,4,0,0,7.59640496,0,0.5543296,8.904588596,8.882639932,0.17894835,0.08982414,-0.25105165,0.268115158
4_6_1233,0.55,3039,19.13333333,4,0,0,7.843566666,0,0.5543296,9.214404737,9.192456072,0.18140402,0.090934483,-0.24859598,0.270047042
4_6_1234,0.8,3089,4.2,4,0,1,2.710084308,1,1.6674592,3.005296496,2.806695054,0.477520887,0.337683354,0.047520887,0.547378317
4_6_1235,0.883333333,3098,2.033333333,4,1,1,3.37767383,1,1.6674592,7.299009496,7.100408054,0.331499567,0.185918454,-0.098500433,0.402754337
4_6_1238,0.9,5664,4.233333333,2,1,1,3.08049847,1,0.5543296,3.167689027,3.145740362,0.507435763,0.375403756,0.077435763,0.576822542
4_6_1239,0.966666667,5675,4.6,2,1,1,3.157313445,1,0.5543296,3.941732407,3.919783743,0.488253865,0.351009738,0.058253865,0.557991708
4_6_1244,0.966666667,6113,1.866666667,10,1,1,1.942514972,0,3.889248,7.217844177,6.137397748,0.390197613,0.23977506,-0.039802387,0.460281475
4_6_1243,0.8,6120,3,10,0,1,1.926732477,0,3.889248,7.500959762,6.420513333,0.315722193,0.173140994,-0.114277807,0.387671344
4_6_1248,0.983333333,6129,0.8,10,1,1,1.747010652,1,3.889248,6.103757729,5.0233113,0.438738468,0.291742033,0.008738468,0.508737579
4_6_1245,0.916666667,6133,2.233333333,10,1,1,1.549556376,0,3.889248,7.643046994,6.562600565,0.357827285,0.208837006,-0.072172715,0.428324396
4_6_1240,0.95,6135,2.966666667,10,1,1,1.826171173,0,3.3349184,4.062150721,3.267744954,0.52553244,0.399014852,0.09553244,0.594386672
4_6_1242,0.933333333,6139,3.366666667,10,1,1,1.670514061,0,3.3349184,4.448506189,3.654100422,0.488254818,0.351010932,0.058254818,0.557992648
4_6_1249,1,6147,0.466666667,10,0,1,1.569568908,0,3.3349184,6.209143307,5.41473754,0.429745457,0.281628102,-0.000254543,0.499745457
4_6_1247,0.983333333,6155,2.766666667,10,1,1,1.696897333,0,3.3349184,5.233056026,4.438650259,0.466740297,0.324552447,0.036740297,0.536674314
4_6_1241,0.983333333,6171,5.566666667,10,1,1,1.820349604,0,2.2217888,3.566513125,3.21391702,0.548508588,0.42966875,0.118508588,0.616338188
4_6_1246,0.866666667,6180,4.466666667,10,1,1,1.600622873,1,2.2217888,3.340417748,2.987821643,0.501388951,0.367638578,0.071388951,0.570907773
4_6_1250,1,6305,4.2,1,0,0,1.806864016,0,0,5.611900729,5.611900729,0.422128826,0.273230928,-0.007871174,0.492129476
4_6_1253,0.966666667,7562,3.233333333,1,0,0,3.041992661,1,0,6.234470696,6.234470696,0.387147937,0.236730946,-0.042852063,0.457252548
4_6_1254,0.933333333,8158,3.233333333,1,1,1,2.764509638,1,6.1110368,9.968466667,7.30098304,0.345418908,0.19778501,-0.084581092,0.416216565
4_7_1289,0.683333333,1103,3.033333333,3,0,0,2.466421605,0,1.6674592,9.031797572,8.833196131,0.229918369,0.115530959,-0.200081631,0.309955676
4_7_1287,0.9,1143,2.533333333,3,1,1,1.540483502,1,2.7805888,10.33451266,9.782250227,0.287755164,0.152213254,-0.142244836,0.361472369
4_7_1288,0.9,1160,3.1,3,1,1,1.701466036,0,2.7805888,10.37521489,9.822952457,0.287158376,0.151790171,-0.142841624,0.360921573
4_7_1294,0.916666667,2362,3.566666667,1,0,0,2.867554343,0,4.4435776,9.09917264,7.688788219,0.330584502,0.185157921,-0.099415498,0.401874201
4_7_1295,0.816666667,2580,3.233333333,1,1,1,3.605819758,1,3.3349184,8.788123793,7.993718026,0.2888487,0.15299101,-0.1411513,0.362482576
4_7_1300,0.933333333,3717,3.566666667,1,1,0,1.707619863,0,1.1131296,10.14428584,10.05578173,0.294326155,0.156935821,-0.135673845,0.367560792
4_7_1301,1,3818,3.4,1,0,0,1.755861567,0,1.6674592,9.114529009,8.915927567,0.334901224,0.188766784,-0.095098776,0.406031606
4_7_1308,1,4621,3.5,2,0,1,1.864293075,0,0,5.462934319,5.462934319,0.427845541,0.27951885,-0.002154459,0.497845555
4_7_1305,0.883333333,4637,4.033333333,2,0,0,1.89617119,0,0,4.843332081,4.843332081,0.401377012,0.25116164,-0.028622988,0.471408238
4_7_1309,0.966666667,4981,3.566666667,2,0,1,2.269496885,1,0,6.827352368,6.827352368,0.369956434,0.22007324,-0.060043566,0.440243406
4_7_1310,1,4987,3.133333333,2,0,1,2.216854563,0,0,6.099139153,6.099139153,0.404916738,0.254840972,-0.025083262,0.474937759
4_7_1320,0.766666667,5461,0.966666667,1,0,1,1.664820921,0,0,2.12829732,2.12829732,0.525521432,0.399000334,0.095521432,0.594376057
4_7_1315,1,5917,4.9,1,0,0,2.623173842,1,0,0.927713394,0.927713394,1.038228835,0.917606235,0.608228835,0.919303072
